	Predicted_signature_1	Predicted_signature_2	Predicted_signature_3	Predicted_signature_4	Predicted_signature_5	Predicted_signature_6	Predicted_signature_7	Predicted_signature_8	Predicted_signature_9	Predicted_signature_10	Predicted_signature_11	Predicted_signature_12	Predicted_signature_13	Predicted_signature_14	Predicted_signature_15	Predicted_signature_16	Predicted_signature_17	Predicted_signature_18	Predicted_signature_19	Predicted_signature_20	Predicted_signature_21	Predicted_signature_22	Predicted_signature_23	Predicted_signature_24	Predicted_signature_25	Predicted_signature_26	Predicted_signature_27	
Sample_284	0.009009	0.00114	0.070233	0.005954	0.012926	0.036311	0.084022	0.086232	0.014111	0.071548	0.00159	0.00106	0.124971	0.002377	0.026123	0.021008	0.014598	0.002738	0.012	0.030405	0.082434	0.005319	0.005084	0.021198	0.236477	0.012665	0.008467	
Sample_285	0.004913	0.003532	0.074418	0.007525	0.008368	0.034276	0.06953	0.089656	0.023056	0.088865	0.001579	0.006312	0.129283	0.000402	0.021826	0.024621	0.013313	0.003858	0.005408	0.032006	0.089322	0.005211	0.00177	0.010479	0.241209	0.00299	0.006269	
Sample_286	0.0	0.002161	0.072172	0.006789	0.002344	0.041827	0.068851	0.079633	0.009298	0.075716	0.000758	0.008268	0.126718	0.000938	0.021072	0.027518	0.024028	0.011715	0.0134	0.027948	0.079751	0.009721	0.000946	0.022462	0.248414	0.013926	0.003626	
Sample_287	0.00167	0.004107	0.064346	0.007348	0.012511	0.03689	0.070888	0.071839	0.016183	0.090133	0.003006	0.00608	0.125984	0.006595	0.027368	0.03361	0.010186	0.005018	0.009928	0.023623	0.094132	0.006281	0.001171	0.015505	0.241253	0.008424	0.005921	
Sample_288	0.000773	0.001899	0.066002	0.00325	0.010705	0.045447	0.068891	0.075178	0.024869	0.074426	0.000773	0.001933	0.12903	0.001231	0.020415	0.028999	0.011163	0.007815	0.014222	0.02773	0.106122	0.009948	0.000881	0.008335	0.246015	0.008758	0.005189	
Sample_289	0.001655	0.002264	0.081206	0.005172	0.005761	0.032169	0.077898	0.073289	0.019943	0.08054	0.001103	0.002705	0.124974	0.003692	0.015382	0.022901	0.012488	0.005052	0.006194	0.025448	0.088987	0.004791	0.002383	0.013933	0.276015	0.005118	0.008935	
Sample_290	0.000344	0.003878	0.059955	0.008058	0.011327	0.039073	0.078312	0.087918	0.014623	0.075846	0.000688	0.00478	0.111779	0.001691	0.020822	0.024635	0.019355	0.006332	0.005131	0.032101	0.094743	0.003322	0.002377	0.014569	0.26558	0.004906	0.007854	
Sample_291	0.0	0.001018	0.06804	0.004849	0.018157	0.034516	0.069518	0.052199	0.009479	0.077753	0.000937	0.011164	0.140822	0.001242	0.033447	0.036903	0.022855	0.003775	0.008005	0.021154	0.091312	0.004683	0.005218	0.013526	0.258139	0.004673	0.006615	
Sample_292	0.00486	0.006787	0.069305	0.002621	0.009795	0.031078	0.077813	0.066327	0.00637	0.081004	0.001215	0.005226	0.143386	0.003986	0.028418	0.032401	0.014325	0.004483	0.005921	0.029879	0.081115	0.009897	0.000717	0.020534	0.249532	0.007938	0.005067	
Sample_293	0.003581	0.002027	0.070326	0.003739	0.008887	0.035022	0.070013	0.079491	0.012639	0.090059	0.002686	0.004014	0.151339	0.001939	0.015225	0.025268	0.011031	0.003899	0.005156	0.027297	0.095165	0.003519	0.001391	0.006883	0.261409	0.0048	0.003196	
Sample_294	0.001932	0.00166	0.063597	0.004333	0.009463	0.036069	0.071628	0.070603	0.011988	0.071488	0.001932	0.00628	0.165385	0.002725	0.021499	0.025769	0.011187	0.004151	0.008674	0.023774	0.102552	0.001502	0.00057	0.008374	0.258251	0.005496	0.009118	
Sample_295	0.004011	9.1e-05	0.069259	0.008456	0.006054	0.044763	0.059708	0.058842	0.024621	0.068522	0.001337	0.006268	0.154153	0.003807	0.020844	0.036175	0.013211	0.0035	0.009766	0.030825	0.081094	0.005183	0.000773	0.01269	0.268998	0.003099	0.003953	
Sample_296	0.0057	8.4e-05	0.058169	0.009786	0.004892	0.028349	0.058312	0.066344	0.016345	0.077362	0.0	0.005659	0.143031	0.006829	0.014008	0.032226	0.007721	0.006297	0.017592	0.02838	0.087498	0.001888	0.01076	0.022448	0.277929	0.004552	0.007837	
Sample_297	0.0	0.002758	0.084125	0.006789	0.016743	0.039539	0.060298	0.079691	0.004237	0.09222	0.002667	0.001333	0.124765	0.004	0.013471	0.026991	0.018952	0.003314	0.01743	0.030038	0.090493	9.3e-05	0.007466	0.01389	0.234364	0.020049	0.004285	
Sample_298	0.006452	0.006793	0.071797	0.0144	0.003226	0.029731	0.061949	0.074821	0.009186	0.085494	0.001613	0.011115	0.138099	0.007292	0.019304	0.035694	0.016689	0.000515	0.018228	0.024795	0.087025	0.004836	0.005417	0.021482	0.229153	0.009915	0.004977	
Sample_299	0.002381	0.006014	0.070167	0.003404	0.01329	0.040158	0.060377	0.073591	0.016238	0.084374	0.0	0.005952	0.118693	0.009493	0.013124	0.016783	0.028053	0.005113	0.020389	0.011047	0.104027	0.008067	0.002576	0.016598	0.232854	0.028922	0.008314	
Sample_300	0.0	0.012979	0.058083	0.004862	0.010311	0.026607	0.054767	0.069009	0.015157	0.092814	0.000999	0.007745	0.145193	0.014319	0.013112	0.017259	0.014009	0.00068	0.007091	0.019481	0.093319	0.001621	0.01358	0.026808	0.24818	0.020419	0.011595	
Sample_301	0.001892	0.00487	0.071791	0.007389	0.013694	0.037394	0.067669	0.064898	0.013192	0.065224	0.001261	0.009689	0.111745	0.004949	0.019609	0.034029	0.021887	0.039436	0.012731	0.030688	0.084374	0.005372	0.004053	0.009244	0.239858	0.012362	0.0107	
Sample_302	0.002288	0.003781	0.071735	0.008524	0.013989	0.038095	0.068179	0.064924	0.013566	0.067215	0.001307	0.006482	0.113881	0.004179	0.014701	0.034661	0.022527	0.038441	0.011451	0.031811	0.084155	0.005654	0.003351	0.009163	0.245246	0.010378	0.010314	
Sample_303	0.003472	0.006197	0.051238	0.019507	0.008944	0.037268	0.075968	0.073291	0.0302	0.067135	0.006076	0.004858	0.090999	0.000999	0.03068	0.023588	0.032819	0.014541	0.012844	0.016931	0.094098	0.014507	0.008787	0.016163	0.225227	0.024678	0.008983	
Sample_304	0.0	0.001292	0.053096	0.008333	0.011342	0.042466	0.083635	0.074014	0.027877	0.057164	0.003781	0.004687	0.108623	0.005998	0.020407	0.038231	0.033815	0.007953	0.003444	0.019411	0.105727	0.017322	0.00222	0.015023	0.22934	0.021521	0.003281	
Sample_305	0.006061	0.009146	0.052591	0.004482	0.019464	0.033311	0.065637	0.089701	0.037553	0.075383	0.001515	0.011955	0.102355	0.002934	0.01527	0.041154	0.012757	0.016608	0.010524	0.024066	0.09202	0.010749	0.005207	0.022469	0.212928	0.011861	0.012299	
Sample_306	0.003504	0.007794	0.07831	0.002023	0.013243	0.040117	0.068341	0.075028	0.012233	0.073963	0.009811	0.002803	0.102892	0.003773	0.012661	0.033436	0.030458	0.009267	0.014111	0.030151	0.10287	0.005921	0.004555	0.013094	0.233939	0.00791	0.007794	
Sample_307	0.002466	2.5e-05	0.074105	0.005624	0.02127	0.045363	0.068714	0.08505	0.012981	0.089001	0.002466	0.002466	0.107966	0.001431	0.016756	0.031015	0.020543	0.008217	0.008496	0.02527	0.106121	0.009722	0.00419	0.012293	0.224486	0.003098	0.010865	
Sample_308	0.004337	0.00551	0.073052	0.011877	0.021092	0.046861	0.073633	0.07078	0.017004	0.088617	0.002478	0.010318	0.102222	0.004883	0.02176	0.034694	0.024495	0.003142	0.01674	0.032989	0.090999	0.00476	0.003008	0.009527	0.20678	0.013556	0.004882	
Sample_309	0.002523	0.002915	0.062803	0.0089	0.014459	0.044703	0.069606	0.072772	0.026108	0.088682	0.000841	0.00583	0.102523	0.00202	0.026975	0.041543	0.042322	0.006751	0.006169	0.017266	0.087685	0.010869	0.002799	0.016373	0.227793	0.00707	0.001698	
Sample_310	0.001712	0.000133	0.07037	0.006023	0.012655	0.045071	0.070015	0.093483	0.033881	0.08328	0.006849	0.007648	0.102535	0.001499	0.018257	0.02075	0.025739	0.009671	0.017612	0.021504	0.08838	0.006199	0.004958	0.009731	0.225701	0.004233	0.012112	
Sample_311	0.003315	0.009794	0.060691	0.004471	0.01493	0.063166	0.058777	0.095583	0.016366	0.077655	0.003315	0.007679	0.106883	0.013863	0.023068	0.030158	0.021558	0.012701	0.01064	0.026036	0.083844	0.002457	0.006285	0.00756	0.224978	0.006158	0.00807	
Sample_312	0.005576	0.007999	0.065346	0.000134	0.024164	0.056895	0.078798	0.080438	0.01149	0.073024	0.001859	0.0	0.089814	0.006065	0.01315	0.0282	0.027745	0.01231	0.021782	0.017199	0.082802	0.000119	0.002382	0.037694	0.232199	0.012087	0.01073	
Sample_313	0.008529	0.004264	0.061862	0.0054	0.031983	0.054405	0.076337	0.0747	0.009161	0.093936	0.0	0.0	0.096631	0.004674	0.006689	0.023757	0.037104	0.011069	0.017671	0.024038	0.09737	0.000129	0.000101	0.018416	0.221638	0.008579	0.011557	
Sample_314	0.001225	0.004157	0.092399	0.005541	0.012658	0.03134	0.075409	0.087017	0.0318	0.066392	0.001225	0.009713	0.082335	0.00522	0.024669	0.018507	0.023464	0.000945	0.016459	0.030112	0.107905	0.011058	0.003013	0.023935	0.218478	0.013325	0.001699	
Sample_315	0.000589	0.008045	0.075506	0.008151	0.022102	0.034947	0.07563	0.090997	0.012471	0.070754	0.004125	0.001179	0.079858	0.009076	0.025408	0.025691	0.017618	0.006637	0.018356	0.023554	0.094416	0.014419	0.004147	0.017695	0.21783	0.029805	0.010996	
Sample_316	0.001982	0.001622	0.089314	0.003083	0.014008	0.038498	0.086628	0.109122	0.014373	0.082537	0.001982	0.006658	0.093531	0.006072	0.012401	0.02213	0.023261	0.001553	0.003798	0.036516	0.096355	0.001437	0.004622	0.012726	0.221666	0.012425	0.001698	
Sample_317	0.001224	0.002018	0.09497	0.004225	0.016587	0.047492	0.075886	0.093195	0.013894	0.057995	0.002448	0.00462	0.097045	0.003796	0.012964	0.023524	0.02409	0.006067	0.007141	0.037567	0.111478	0.002963	0.002984	0.008567	0.22226	0.011038	0.013961	
Sample_318	0.0	0.005936	0.092859	0.014026	0.012371	0.017703	0.077143	0.080736	0.008175	0.066281	0.0	0.007648	0.092148	0.013711	0.027344	0.045067	0.019755	0.00452	0.010366	0.029361	0.099074	0.002671	0.004237	0.021682	0.224407	0.01621	0.006569	
Sample_319	0.0	0.009861	0.080593	0.012606	0.014828	0.042196	0.063521	0.067456	0.017186	0.070126	0.003591	0.004488	0.092872	0.003861	0.012899	0.029897	0.030202	0.004757	0.026129	0.047743	0.106894	0.006477	0.003058	0.009568	0.215308	0.019353	0.004532	
Sample_320	0.001606	0.006289	0.075657	0.005281	0.017644	0.028769	0.074932	0.085999	0.027432	0.077111	0.003213	0.007098	0.109932	5e-05	0.013555	0.02699	0.027534	0.005115	0.012904	0.018135	0.102423	0.011488	0.000963	0.010512	0.232028	0.011139	0.006201	
Sample_321	0.001875	0.004097	0.067875	0.009589	0.011589	0.033231	0.081243	0.086472	0.035139	0.06796	0.00375	0.008647	0.103821	0.003973	0.00954	0.017662	0.039877	0.008413	0.013873	0.018264	0.111382	0.011057	0.004482	0.007928	0.214825	0.008805	0.014633	
Sample_322	0.000886	0.007109	0.077932	0.005284	0.017841	0.03623	0.08147	0.082966	0.027456	0.064906	0.000886	0.005168	0.095284	0.008857	0.005753	0.022289	0.016283	0.005546	0.011032	0.030849	0.110287	0.007523	0.003154	0.014876	0.241508	0.00812	0.010505	
Sample_323	0.000822	0.002822	0.081712	0.007374	0.014521	0.026094	0.08148	0.080377	0.036914	0.064435	0.004112	0.004698	0.100847	0.001801	0.014644	0.032772	0.01563	0.013849	0.010757	0.021925	0.117413	0.004707	0.001883	0.011413	0.229946	0.008936	0.008113	
Sample_324	0.003489	0.002793	0.088398	0.004632	0.011007	0.034703	0.094564	0.073636	0.037001	0.074792	0.003489	0.005376	0.104824	0.00328	0.012112	0.021729	0.031167	0.015251	0.007228	0.022754	0.115634	0.00373	0.004428	0.007482	0.206377	0.004724	0.005403	
Sample_325	0.000656	0.003134	0.068617	0.005593	0.012222	0.029534	0.061229	0.097914	0.048805	0.075698	0.010499	0.005249	0.099058	0.003286	0.007835	0.01127	0.026521	0.012844	0.010558	0.020857	0.124309	0.01157	0.002346	0.006459	0.22273	0.006287	0.014919	
Sample_326	0.001017	0.000129	0.070589	0.009053	0.014097	0.034324	0.071431	0.082707	0.028244	0.066607	0.003052	0.009999	0.086949	0.005828	0.022802	0.012298	0.05313	0.014171	0.007204	0.032282	0.107105	0.006121	0.008064	0.021863	0.215984	0.006797	0.008153	
Sample_327	0.006148	0.004975	0.063724	0.018651	0.010246	0.044001	0.060305	0.072	0.031112	0.087417	0.002049	0.0	0.078482	0.00641	0.030099	0.014462	0.015071	0.013585	0.008748	0.031494	0.087852	0.009209	4.4e-05	0.002463	0.288102	0.012269	0.001083	
Sample_328	0.005639	0.000242	0.099166	0.007233	0.011278	0.051837	0.078521	0.060211	0.039796	0.091352	0.0	0.0	0.094368	0.007519	0.016293	0.017042	0.027584	0.00515	0.006196	0.025056	0.087621	0.007192	0.000129	0.004414	0.248885	0.004499	0.002779	
Sample_329	0.005932	0.015647	0.059613	0.004888	0.012712	0.043308	0.057437	0.050691	0.007318	0.062697	0.000847	0.007015	0.099053	0.006168	0.034048	0.050301	0.006546	0.001026	0.016763	0.034718	0.094758	0.008186	0.00593	0.025119	0.256705	0.022455	0.01012	
Sample_330	0.001669	0.003821	0.080936	0.003768	0.017359	0.025887	0.075129	0.133783	0.049057	0.06792	0.004171	0.00745	0.097797	0.00065	0.009443	0.013743	0.015271	0.018984	0.009638	0.011986	0.122266	0.004275	0.001636	0.003449	0.213925	0.003724	0.002265	
Sample_331	0.00181	0.002925	0.085288	0.010139	0.013042	0.031472	0.083439	0.098763	0.056934	0.057599	0.002715	0.009955	0.093622	0.009265	0.025932	0.022212	0.01258	0.012968	0.005593	0.012106	0.089846	0.004394	0.001904	0.011542	0.229969	0.012292	0.001694	
Sample_332	0.0	0.00253	0.091955	0.010653	0.015126	0.02239	0.057804	0.129573	0.028808	0.054373	0.003361	0.006723	0.119889	0.001681	0.004815	0.015438	0.032615	0.000752	0.017405	0.015551	0.092231	0.004325	0.004047	0.010999	0.219113	0.018013	0.019831	
Sample_333	0.001992	0.002475	0.043416	0.000162	0.017201	0.029575	0.056305	0.11182	0.027896	0.081953	0.000996	0.006972	0.077385	0.003347	0.013685	0.028243	0.012526	0.01014	0.009748	0.026549	0.12237	0.0137	0.003659	0.004958	0.281774	0.010563	0.00059	
Sample_334	0.00075	0.00309	0.045085	0.002799	0.021283	0.031446	0.067107	0.126666	0.018279	0.065189	0.00075	0.002931	0.082435	2.2e-05	0.014886	0.022639	0.007649	0.003498	0.008607	0.023072	0.123205	0.006233	0.000861	0.009693	0.303539	0.005123	0.003165	
Sample_335	0.000394	0.000634	0.062351	0.007554	0.012436	0.026176	0.065109	0.129788	0.014248	0.067024	0.001574	0.007828	0.089137	0.004831	0.008161	0.02569	0.027936	0.003793	0.009828	0.021791	0.115974	0.002804	0.002744	0.008526	0.27171	0.007767	0.004192	
Sample_336	0.0	0.00177	0.049106	0.003825	0.015689	0.030992	0.066699	0.122638	0.010235	0.079497	0.001009	0.004984	0.098752	0.011809	0.008088	0.021611	0.022146	0.00909	0.018822	0.015561	0.108882	0.003031	0.005646	0.014006	0.268632	0.004985	0.002495	
Sample_337	0.0	0.001262	0.059858	0.003557	0.005463	0.023379	0.067379	0.116244	0.008329	0.049545	0.002401	0.003601	0.107735	0.007615	0.013679	0.026585	0.017385	0.002474	0.000878	0.019732	0.121692	0.005173	0.001506	0.024485	0.298056	0.006709	0.005276	
Sample_338	0.004515	0.007835	0.067627	0.008926	0.005115	0.020905	0.046521	0.107025	0.01549	0.076975	0.0	0.002257	0.079607	0.002522	0.011978	0.004589	0.015765	0.014136	0.020544	0.025482	0.116761	0.00787	0.002959	0.023605	0.296316	0.004556	0.010119	
Sample_339	0.001412	0.000326	0.051287	0.010833	0.011601	0.031806	0.030481	0.107681	0.023538	0.070115	0.001412	0.001412	0.082626	0.00143	0.02256	0.034111	0.021382	0.017166	0.004125	0.024625	0.135009	0.009971	0.001648	0.008388	0.278036	0.016298	0.000719	
Sample_340	0.0	0.010717	0.045119	0.012045	0.007617	0.051778	0.068403	0.124899	0.005882	0.055849	0.0	0.001812	0.084099	0.00389	0.007675	0.02007	0.004308	0.001274	0.018567	0.013092	0.144945	0.009285	0.004222	0.006883	0.277206	0.009709	0.010655	
Sample_341	0.000985	0.009884	0.052096	0.002469	0.020843	0.02021	0.075152	0.103401	0.007527	0.060298	0.005911	0.007833	0.085418	0.00362	0.007619	0.011982	0.018212	0.007311	0.009327	0.023245	0.150772	7.4e-05	0.006614	0.009071	0.276583	0.006318	0.017224	
Sample_342	0.0	0.007825	0.061348	0.018349	0.008716	0.030328	0.062722	0.108002	0.015458	0.049819	0.00114	0.005701	0.080345	0.002548	0.018714	0.025248	0.033848	0.003294	0.012924	0.035026	0.12146	0.006117	0.004922	0.010169	0.255583	0.009342	0.011051	
Sample_343	0.003185	0.014352	0.060965	0.011177	0.010067	0.037405	0.048199	0.098364	0.024023	0.044058	0.001592	0.006183	0.081764	0.003423	0.025251	0.035406	0.029778	0.009296	0.008816	0.029352	0.119769	0.00835	0.00187	0.020176	0.239626	0.01553	0.012023	
Sample_344	0.005386	0.003662	0.054065	0.014116	0.012567	0.02939	0.057681	0.121848	0.007486	0.053511	0.005386	0.010425	0.081418	0.013318	0.011612	0.02361	0.041161	0.002304	0.000827	0.027583	0.120374	0.014315	0.003804	0.017766	0.232967	0.020133	0.013286	
Sample_345	0.0	0.001279	0.046654	0.003284	0.007447	0.033814	0.058195	0.116441	0.005747	0.088923	0.0	0.004717	0.069068	0.004795	0.023116	0.021375	0.017873	0.005423	0.004646	0.031393	0.148103	0.001004	0.000176	0.007784	0.257264	0.036334	0.005143	
Sample_346	0.001773	0.001894	0.046134	0.006991	0.008865	0.03447	0.061506	0.124055	0.007517	0.080124	0.0	0.001453	0.094836	0.003667	0.037609	0.019642	0.004611	0.001602	0.007297	0.032681	0.132865	0.004061	8.6e-05	0.010173	0.265737	0.009644	0.000708	
Sample_347	0.001634	0.006964	0.042206	0.004715	0.013596	0.036751	0.067636	0.104346	0.012029	0.0539	0.001634	0.001634	0.06101	0.011893	0.029821	0.036168	0.013294	0.011437	0.030295	0.02514	0.109222	0.013233	0.002179	0.018834	0.269092	0.018261	0.003077	
Sample_348	0.014118	0.002719	0.051255	0.005612	0.006711	0.031328	0.050555	0.123551	0.003082	0.068757	0.0	0.0	0.05941	0.005292	0.025668	0.021508	0.028241	0.00856	0.006548	0.028943	0.095639	0.00262	0.002662	0.020657	0.283979	0.039731	0.012852	
Sample_349	0.002037	0.019167	0.050561	0.012502	0.007406	0.027113	0.061735	0.08916	0.014194	0.069735	0.0	0.012646	0.058446	0.008097	0.02724	0.015435	0.040803	0.009687	0.015078	0.016739	0.1075	0.0134	0.008203	0.007249	0.254894	0.030663	0.02031	
Sample_350	0.0	0.000203	0.039172	0.006387	0.010558	0.010918	0.073641	0.097859	0.010231	0.049311	0.001508	0.006951	0.098988	0.015102	0.006163	0.031152	0.015414	0.001932	0.017797	0.015527	0.125287	0.006433	0.012428	0.038817	0.272051	0.034601	0.001567	
Sample_351	0.002294	0.006164	0.057124	0.005631	0.011468	0.025862	0.078215	0.115569	0.019734	0.060742	0.004587	0.0	0.06475	0.00764	0.024971	0.023089	0.059784	0.009722	0.001355	0.011862	0.111652	0.006537	0.019215	0.019373	0.244344	0.004099	0.004216	
Sample_352	0.0	0.008656	0.045305	0.003671	0.011504	0.021166	0.06129	0.112041	0.04188	0.083928	0.003971	0.007806	0.072865	0.005132	0.029112	0.018391	0.039801	0.026503	0.008147	0.01063	0.109429	0.008322	0.003008	0.011166	0.235456	0.013069	0.007751	
Sample_353	0.0	0.005804	0.053654	0.003663	0.014812	0.042712	0.05953	0.091396	0.004707	0.051348	0.005017	0.003344	0.077556	0.015142	0.00806	0.021891	0.011779	0.014546	0.018033	0.027438	0.103836	0.00462	0.001951	0.025901	0.298617	0.015931	0.018712	
Sample_354	0.003509	0.025338	0.06524	0.000582	0.029528	0.053689	0.064949	0.077815	0.001825	0.046823	0.001754	0.00842	0.061799	0.003649	0.009521	0.008858	0.015589	0.008194	0.013864	0.030555	0.106706	0.008326	0.000287	0.0371	0.271587	0.017085	0.027407	
Sample_355	0.00129	0.004968	0.084025	0.001913	0.007129	0.048766	0.051191	0.107518	0.012808	0.099851	0.003871	0.006452	0.082898	0.004202	0.011062	0.031597	0.01977	0.015568	0.012312	0.032997	0.099232	0.005674	0.007165	0.018235	0.203975	0.006101	0.019428	
Sample_356	0.0	0.004922	0.058439	0.0004	0.025957	0.053364	0.051237	0.119851	0.015453	0.085335	0.002012	0.006036	0.093203	0.004135	0.014794	0.020457	0.01446	0.023325	0.005794	0.02881	0.111945	0.001371	0.007168	0.012751	0.198607	0.017544	0.022629	
Sample_357	0.011905	7.5e-05	0.08136	0.001471	0.016667	0.05107	0.058544	0.117448	0.018466	0.132138	0.0	0.0	0.093394	9.4e-05	0.007776	0.012007	0.010538	0.008412	0.003819	0.029241	0.115666	0.004659	3e-06	0.000158	0.224195	0.000825	6.9e-05	
Sample_358	0.0	0.000716	0.084399	0.007835	0.019828	0.026538	0.055044	0.124726	0.021213	0.108877	0.0	0.001992	0.112095	0.0	0.002696	0.022049	0.029491	0.008308	0.015835	0.014338	0.088849	0.008471	0.007654	0.032934	0.184802	0.013377	0.007933	
Sample_359	0.005042	0.000223	0.074991	0.004999	0.014448	0.060037	0.075561	0.079547	0.002115	0.117145	0.0	0.001681	0.135364	0.006828	0.014021	0.018611	0.013388	0.002504	0.005027	0.036077	0.103737	0.003705	0.004699	0.005781	0.204836	0.003137	0.006497	
Sample_360	0.002262	0.002988	0.091345	0.01348	0.016662	0.041605	0.06274	0.101147	0.016348	0.105595	0.002262	0.010082	0.121616	0.010139	0.031273	0.014884	0.024588	0.001593	0.007863	0.025466	0.098339	0.000127	0.001404	0.00931	0.17433	0.002148	0.010404	
Sample_361	0.00361	0.002205	0.048721	0.003477	0.005757	0.020402	0.060121	0.068832	0.014026	0.089889	0.0	0.006824	0.131091	0.005741	0.037406	0.032941	0.008255	0.000486	0.021291	0.013023	0.124766	0.006533	0.002177	0.022269	0.223076	0.015724	0.031359	
Sample_362	0.00664	0.00362	0.051067	0.004043	0.026785	0.020446	0.053994	0.077906	0.00944	0.075864	0.0	0.00664	0.127304	0.006699	0.016344	0.030733	0.001557	0.005107	0.007178	0.035335	0.149504	0.005359	0.004475	0.022277	0.233485	0.008355	0.009845	
Sample_363	0.0	0.004795	0.076409	0.002492	0.016811	0.046847	0.040041	0.06428	0.009294	0.110201	0.0	0.008794	0.107632	0.042829	0.011109	0.040997	0.015336	0.001124	0.013148	0.023487	0.124041	0.003247	0.007114	0.005009	0.199999	0.016997	0.007967	
Sample_364	0.004785	0.008282	0.088766	0.01286	0.014941	0.024517	0.063001	0.044633	0.023854	0.059551	0.0	0.02375	0.098498	0.005875	0.020606	0.009804	0.022315	0.007333	0.023191	0.014777	0.140506	0.002548	0.00014	0.008319	0.20788	0.032325	0.036944	
Sample_365	0.004819	0.002625	0.10192	0.006817	0.004092	0.041799	0.071222	0.057201	0.024122	0.059478	0.00241	0.011783	0.082144	0.000587	0.02055	0.039046	0.028814	0.014383	0.00421	0.029566	0.129656	0.007934	0.013098	0.011412	0.198964	0.010001	0.021349	
Sample_366	0.003643	0.009969	0.092364	0.006201	0.007583	0.044607	0.071169	0.080543	0.004967	0.064779	0.001821	0.005464	0.11341	0.01455	0.012952	0.024119	0.030649	0.0041	0.001159	0.024241	0.105036	0.006161	0.015459	0.00533	0.188341	0.007585	0.053801	
Sample_367	0.00843	0.002915	0.068318	0.013291	0.015761	0.035909	0.07054	0.082009	0.021614	0.069958	0.001756	0.007963	0.09968	0.002238	0.016534	0.017738	0.021067	0.003181	0.013234	0.011538	0.11115	0.004071	0.008062	0.019836	0.194806	0.012864	0.065538	
Sample_368	0.0	0.005164	0.071532	0.001962	0.012671	0.033376	0.061066	0.086201	0.020663	0.081886	0.003108	0.007671	0.078051	0.003407	0.016064	0.017304	0.033236	0.009516	0.013079	0.020711	0.165714	0.002458	0.005324	0.008739	0.211664	0.02077	0.008661	
Sample_369	0.0	0.006553	0.067752	0.001769	0.014365	0.040905	0.081928	0.091596	0.016135	0.074326	0.001821	0.01275	0.071392	0.007386	0.012608	0.034989	0.03274	0.012703	0.015036	0.026088	0.151366	0.002017	0.003909	0.012823	0.180323	0.018803	0.007917	
Sample_370	0.0	0.010039	0.080239	0.0007	0.016361	0.041089	0.083418	0.074403	0.028051	0.069644	0.00134	0.00134	0.071297	0.001382	0.020357	0.02024	0.01353	0.005444	0.02078	0.023357	0.157527	0.002836	0.005091	0.019055	0.216333	0.009605	0.00654	
Sample_371	0.006944	0.008912	0.055193	0.00416	0.018519	0.040196	0.074687	0.076206	0.01552	0.082843	0.0	0.002315	0.069959	7.7e-05	0.027151	0.047721	0.026617	0.023526	0.011296	0.019004	0.138921	0.002136	0.005037	0.025245	0.201178	0.00837	0.008267	
Sample_372	0.006345	0.003977	0.059199	0.002085	0.023192	0.031152	0.100983	0.081978	0.014786	0.085437	0.005076	0.003807	0.063817	0.006717	0.012556	0.015553	0.011841	0.004284	0.00258	0.022105	0.18804	0.0086	0.007117	0.017207	0.189438	0.008786	0.02334	
Sample_373	0.0	0.000408	0.079363	0.003673	0.003315	0.026181	0.069189	0.101727	0.006081	0.072018	0.003195	0.01278	0.112466	0.003195	0.009453	0.009756	0.029222	0.004669	0.010669	0.031056	0.171481	0.006327	0.00683	0.002247	0.210299	0.00512	0.009281	
Sample_374	0.0	0.00715	0.050839	0.0	0.016539	0.033317	0.075541	0.09322	0.002457	0.075094	0.0	0.01102	0.110208	0.002512	0.006425	0.007251	0.011441	0.000787	0.009796	0.007289	0.193072	0.005656	0.007835	0.002078	0.233479	0.018413	0.018581	
Sample_375	0.001724	0.004305	0.063486	0.016409	0.015326	0.048413	0.063934	0.065488	0.008829	0.057397	0.000862	0.003898	0.108538	0.001938	0.01755	0.019956	0.043047	0.007368	0.002842	0.028246	0.164752	0.00933	0.004913	0.013139	0.197682	0.025619	0.005008	
Sample_376	0.001787	0.004521	0.062103	0.015132	0.013121	0.043814	0.062349	0.067886	0.009494	0.060606	0.000894	0.004248	0.111649	0.002923	0.018104	0.01889	0.041308	0.008621	0.004081	0.02928	0.173406	0.009559	0.005226	0.010096	0.204212	0.011352	0.005338	
Sample_377	0.001848	0.003165	0.061335	0.015759	0.01271	0.04341	0.061553	0.066408	0.009605	0.052247	0.000924	0.005539	0.110793	0.003946	0.02027	0.019534	0.037957	0.006574	0.00428	0.030269	0.168997	0.014091	0.005369	0.008602	0.192049	0.037879	0.004884	
Sample_378	0.001996	0.006473	0.076501	0.00586	0.030281	0.024532	0.086257	0.0942	0.022128	0.073744	0.001996	0.007574	0.096269	0.005613	0.02584	0.026404	0.011782	0.000898	0.001179	0.038707	0.139182	0.008439	0.002135	0.003508	0.174792	0.015892	0.017817	
Sample_379	0.0	9.1e-05	0.045205	0.010648	0.034279	0.024485	0.080322	0.071416	0.018638	0.079477	0.0	0.008696	0.105093	0.002357	0.024948	0.032975	0.035197	0.002538	0.015269	0.024449	0.149675	0.008196	0.007751	0.021947	0.162524	0.02382	0.010002	
